22,32,6087851.915
114,102,6076972.7225
22,31,6038560.9775
260,160,6033343.952500001
227,216,5974951.202500001
134,114,5922828.665
27,62,5889239.7275
184,133,5826115.335
265,12,5799318.25
32,206,5791631.1475
11,198,5774379.7475
142,106,5721513.29
249,175,5698479.8475
7,119,5694126.5525
40,82,5684749.359999999
115,102,5660631.1775
217,6,5597142.96
97,190,5499520.4975000005
258,169,5474928.71
27,151,5448607.6775
101,107,5447323.9025
97,191,5439589.8774999995
103,101,5416029.5275
15,191,5408414.51
15,91,5401459.1875
36,211,5373952.4275
101,80,5359431.2524999995
97,192,5328256.9775
8,114,5321340.0024999995
101,100,5291829.047499999
133,182,5218696.3475
14,90,5187588.41
262,12,5139413.0525
47,74,5119302.0775
5,95,5115404.9350000005
262,13,5072129.3125
48,74,5056287.5
208,205,5029785.59
216,6,5013892.109999999
120,103,4994078.135
23,189,4988965.79
15,116,4980931.6225000005
249,174,4963725.8975
100,101,4939516.4725
120,102,4900008.34
49,74,4859541.14
114,108,4846133.75
34,210,4839135.9025
85,196,4742627.74
101,101,4705389.9775
109,101,4681399.865
86,196,4679405.935
7,118,4593359.915
17,99,4546039.01
80,188,4526207.6025
17,101,4499158.327500001
207,206,4494658.4225
115,85,4452625.75
135,112,4451608.535
17,120,4419420.4350000005
225,214,4417785.4399999995
27,150,4411618.0625
227,59,4321135.0625
131,109,4256979.1475
35,102,4248703.8275
132,182,4219321.84
26,62,4173203.1399999997
102,107,4163460.96
124,95,4145301.035
114,85,4075590.4225
41,79,4051464.625
99,91,4001539.4375
102,80,3973641.5525
21,32,3963372.6725
175,97,3958483.5275
26,63,3923477.9375
132,109,3910073.5
135,113,3863922.89
115,86,3856502.1275
47,75,3855200.11
182,146,3847978.727499999
103,85,3834399.965
4,94,3810667.125
259,49,3781440.34
259,48,3773458.8475
27,65,3751475.7775
12,99,3747632.785
227,60,3732346.1275
17,197,3689638.3975
12,98,3591493.24
113,108,3574553.1875
260,161,3572940.7475
118,94,3569104.435
131,91,3566673.5275
22,189,3553665.3025
107,109,3543500.615
127,99,3535820.8975
48,75,3520996.375
228,59,3515599.3525
37,77,3512478.4475
16,9,3498319.2775
103,84,3488771.71
267,165,3470926.3525
109,102,3470141.875
124,94,3461516.86
41,80,3446258.0275
125,95,3409057.39
11,190,3383487.085
127,98,3302365.24
9,104,3293060.885
131,106,3291761.0975
184,129,3263250.64
12,192,3186216.29
17,187,3183664.36
5,96,3178087.8475
172,111,3149999.76
22,190,3138938.0775
67,31,3135139.235
130,94,3130930.4375
112,86,3129086.6525
17,9,3079916.625
121,102,3066925.735
145,122,3064317.6875
112,94,3033380.86
266,165,3027292.8275
36,210,3004998.8225
114,97,2999326.0625
259,169,2993945.365
113,109,2967417.2225
171,111,2953162.565
34,211,2868142.6875
96,188,2847288.04
209,208,2845670.3125
115,97,2839413.91
118,95,2808066.6275
111,102,2804706.985
58,63,2799198.21
88,145,2778688.96
228,60,2777817.5
121,98,2777638.2275
100,90,2764343.09
21,31,2753333.1775
60,63,2751881.5
126,99,2737499.6975
73,205,2730412.0
4,95,2709747.34
101,81,2695805.0225
111,101,2686211.14
57,134,2671049.4025
113,94,2645820.875
15,119,2602592.6224999996
86,195,2590074.8775
134,111,2550325.1275
96,189,2543542.565
87,196,2541951.435
209,206,2527730.5225
107,108,2510086.735
133,181,2498942.6975
128,119,2491729.2475
105,101,2489596.1275
49,72,2488944.685
114,86,2474144.1475
16,198,2453460.985
131,90,2444766.16
30,207,2428028.1875
189,189,2418356.2225
90,69,2400501.625
173,118,2382314.1775
106,92,2363886.5525
32,209,2355970.25
26,179,2339625.4375
120,98,2328317.1875
268,165,2324215.2275
206,204,2314026.1399999997
81,188,2267041.46
91,199,2254035.71
59,63,2226917.9225
247,207,2225372.035
32,99,2215885.1875
7,100,2209957.5275
105,102,2201111.2475
264,136,2197564.2475
129,119,2186393.5625
