1,109,78,1.3974358974358974
2,199,131,1.5190839694656488
3,274,150,1.8266666666666667
4,337,171,1.9707602339181287
5,389,179,2.1731843575418996
6,433,188,2.3031914893617023
7,469,194,2.417525773195876
8,500,198,2.525252525252525
0,78
1,131
2,150
3,171
4,179
5,188
6,194
7,198
